Location,EndpointSerialNumber,Date,LocalTime,Status,Time_Since_Last_CDO_Activity,LocalTime (2),Time_Since_Last_CDO_Activity (2),DoorStatus_seconds
Warehouse,CD120001A663,10/30/2015,2:34:07,Close Limit,0:00:00,2:34:07 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:34:10,Close Limit,0:00:00,2:34:10 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:34:14,Close Limit,0:00:00,2:34:14 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:34:16,Close Limit,0:00:00,2:34:16 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:34:32,Close Limit,0:00:00,2:34:32 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:34:38,Close Limit,0:00:00,2:34:38 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:34:42,Close Limit,0:00:00,2:34:42 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:34:43,Close Limit,0:00:00,2:34:43 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:34:47,Close Limit,0:00:00,2:34:47 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:34:48,Close Limit,0:00:00,2:34:48 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:34:49,Close Limit,0:00:00,2:34:49 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:34:52,Close Limit,0:00:00,2:34:52 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:34:57,Close Limit,0:00:00,2:34:57 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:35:01,Close Limit,0:00:00,2:35:01 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:35:04,Close Limit,0:00:00,2:35:04 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:35:04,Close Limit,0:00:00,2:35:04 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:35:07,Close Limit,0:00:00,2:35:07 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:35:08,Close Limit,0:00:00,2:35:08 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:35:10,Close Limit,0:00:00,2:35:10 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:35:10,Close Limit,0:00:00,2:35:10 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:35:12,Close Limit,0:00:00,2:35:12 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:35:13,Close Limit,0:00:00,2:35:13 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:35:14,Close Limit,0:00:00,2:35:14 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:35:17,Close Limit,0:00:00,2:35:17 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:35:35,Close Limit,0:00:00,2:35:35 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:35:50,Close Limit,0:00:00,2:35:50 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:35:56,Close Limit,0:00:00,2:35:56 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:35:56,Close Limit,0:00:00,2:35:56 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:35:57,Close Limit,0:00:00,2:35:57 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:35:58,Close Limit,0:00:00,2:35:58 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:36:04,Close Limit,0:00:00,2:36:04 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:36:05,Close Limit,0:00:00,2:36:05 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:36:06,Close Limit,0:00:00,2:36:06 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:36:13,Close Limit,0:00:00,2:36:13 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:36:13,Close Limit,0:00:00,2:36:13 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:36:14,Close Limit,0:00:00,2:36:14 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:36:16,Close Limit,0:00:00,2:36:16 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:36:16,Close Limit,0:00:00,2:36:16 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:36:20,Close Limit,0:00:00,2:36:20 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:36:22,Close Limit,0:00:00,2:36:22 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:36:27,Close Limit,0:00:00,2:36:27 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:36:27,Close Limit,0:00:00,2:36:27 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:36:31,Close Limit,0:00:00,2:36:31 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:36:37,Close Limit,0:00:00,2:36:37 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:36:38,Close Limit,0:00:00,2:36:38 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:36:38,Close Limit,0:00:00,2:36:38 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:36:44,Close Limit,0:00:00,2:36:44 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:36:47,Close Limit,0:00:00,2:36:47 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:36:50,Close Limit,0:00:00,2:36:50 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:36:57,Close Limit,0:00:00,2:36:57 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:36:58,Close Limit,0:00:00,2:36:58 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:37:00,Close Limit,0:00:00,2:37:00 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:37:01,Close Limit,0:00:00,2:37:01 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:37:10,Close Limit,0:00:00,2:37:10 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:37:10,Close Limit,0:00:00,2:37:10 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:37:15,Close Limit,0:00:00,2:37:15 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:37:19,Close Limit,0:00:00,2:37:19 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:37:20,Close Limit,0:00:00,2:37:20 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:37:21,Close Limit,0:00:00,2:37:21 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:37:25,Close Limit,0:00:00,2:37:25 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:37:30,Close Limit,0:00:00,2:37:30 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:37:32,Close Limit,0:00:00,2:37:32 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:37:45,Close Limit,0:00:00,2:37:45 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:37:45,Close Limit,0:00:00,2:37:45 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:37:47,Close Limit,0:00:00,2:37:47 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:37:49,Close Limit,0:00:00,2:37:49 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:37:49,Close Limit,0:00:00,2:37:49 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:37:50,Close Limit,0:00:00,2:37:50 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:37:56,Close Limit,0:00:00,2:37:56 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:37:59,Close Limit,0:00:00,2:37:59 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:38:03,Close Limit,0:00:00,2:38:03 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:38:06,Close Limit,0:00:00,2:38:06 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:38:08,Close Limit,0:00:00,2:38:08 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:38:10,Close Limit,0:00:00,2:38:10 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:38:20,Close Limit,0:00:00,2:38:20 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:38:20,Close Limit,0:00:00,2:38:20 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:38:22,Close Limit,0:00:00,2:38:22 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:38:26,Close Limit,0:00:00,2:38:26 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:38:30,Close Limit,0:00:00,2:38:30 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:38:33,Close Limit,0:00:00,2:38:33 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:38:35,Close Limit,0:00:00,2:38:35 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:38:36,Close Limit,0:00:00,2:38:36 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:38:37,Close Limit,0:00:00,2:38:37 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:38:39,Close Limit,0:00:00,2:38:39 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:38:43,Close Limit,0:00:00,2:38:43 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:38:54,Close Limit,0:00:00,2:38:54 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:38:57,Close Limit,0:00:00,2:38:57 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:39:08,Close Limit,0:00:00,2:39:08 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:39:13,Close Limit,0:00:00,2:39:13 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:39:13,Close Limit,0:00:00,2:39:13 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:39:18,Close Limit,0:00:00,2:39:18 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:39:22,Close Limit,0:00:00,2:39:22 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:39:24,Close Limit,0:00:00,2:39:24 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:39:39,Close Limit,0:00:00,2:39:39 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:39:39,Close Limit,0:00:00,2:39:39 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:39:45,Close Limit,0:00:00,2:39:45 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:39:49,Close Limit,0:00:00,2:39:49 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:39:51,Close Limit,0:00:00,2:39:51 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:39:55,Close Limit,0:00:00,2:39:55 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:39:55,Close Limit,0:00:00,2:39:55 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:39:56,Close Limit,0:00:00,2:39:56 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:40:00,Close Limit,0:00:00,2:40:00 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:40:04,Close Limit,0:00:00,2:40:04 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:40:09,Close Limit,0:00:00,2:40:09 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:40:10,Close Limit,0:00:00,2:40:10 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:40:12,Close Limit,0:00:00,2:40:12 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:40:14,Close Limit,0:00:00,2:40:14 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:40:16,Close Limit,0:00:00,2:40:16 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:40:17,Close Limit,0:00:00,2:40:17 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:40:20,Close Limit,0:00:00,2:40:20 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:40:20,Close Limit,0:00:00,2:40:20 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:40:21,Close Limit,0:00:00,2:40:21 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:40:23,Close Limit,0:00:00,2:40:23 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:40:42,Close Limit,0:00:00,2:40:42 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:40:57,Close Limit,0:00:00,2:40:57 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:41:04,Close Limit,0:00:00,2:41:04 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:41:05,Close Limit,0:00:00,2:41:05 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:41:11,Close Limit,0:00:00,2:41:11 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:41:12,Close Limit,0:00:00,2:41:12 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:41:19,Close Limit,0:00:00,2:41:19 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:41:20,Close Limit,0:00:00,2:41:20 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:41:23,Close Limit,0:00:00,2:41:23 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:41:23,Close Limit,0:00:00,2:41:23 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:41:28,Close Limit,0:00:00,2:41:28 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:41:34,Close Limit,0:00:00,2:41:34 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:41:35,Close Limit,0:00:00,2:41:35 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:41:38,Close Limit,0:00:00,2:41:38 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:41:44,Close Limit,0:00:00,2:41:44 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:41:45,Close Limit,0:00:00,2:41:45 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:42:05,Close Limit,0:00:00,2:42:05 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:42:06,Close Limit,0:00:00,2:42:06 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:42:07,Close Limit,0:00:00,2:42:07 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:42:08,Close Limit,0:00:00,2:42:08 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:42:17,Close Limit,0:00:00,2:42:17 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:42:19,Close Limit,0:00:00,2:42:19 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:42:21,Close Limit,0:00:00,2:42:21 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:42:26,Close Limit,0:00:00,2:42:26 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:42:28,Close Limit,0:00:00,2:42:28 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:42:28,Close Limit,0:00:00,2:42:28 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:42:29,Close Limit,0:00:00,2:42:29 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:42:31,Close Limit,0:00:00,2:42:31 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:42:38,Close Limit,0:00:00,2:42:38 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:42:53,Close Limit,0:00:00,2:42:53 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:42:53,Close Limit,0:00:00,2:42:53 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:42:56,Close Limit,0:00:00,2:42:56 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:43:04,Close Limit,0:00:00,2:43:04 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:43:12,Close Limit,0:00:00,2:43:12 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:43:17,Close Limit,0:00:00,2:43:17 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:43:26,Close Limit,0:00:00,2:43:26 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:43:31,Close Limit,0:00:00,2:43:31 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:43:33,Close Limit,0:00:00,2:43:33 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:43:40,Close Limit,0:00:00,2:43:40 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:43:40,Close Limit,0:00:00,2:43:40 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:43:43,Close Limit,0:00:00,2:43:43 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:43:45,Close Limit,0:00:00,2:43:45 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:43:51,Close Limit,0:00:00,2:43:51 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:43:53,Close Limit,0:00:00,2:43:53 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:44:04,Close Limit,0:00:00,2:44:04 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:44:05,Close Limit,0:00:00,2:44:05 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:44:15,Close Limit,0:00:00,2:44:15 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:44:19,Close Limit,0:00:00,2:44:19 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:44:26,Close Limit,0:00:00,2:44:26 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:44:31,Close Limit,0:00:00,2:44:31 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:44:53,Close Limit,0:00:00,2:44:53 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:44:57,Close Limit,0:00:00,2:44:57 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:45:02,Close Limit,0:00:00,2:45:02 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:45:03,Close Limit,0:00:00,2:45:03 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:45:03,Close Limit,0:00:00,2:45:03 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:45:03,Close Limit,0:00:00,2:45:03 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:45:08,Close Limit,0:00:00,2:45:08 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:45:11,Close Limit,0:00:00,2:45:11 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:45:17,Close Limit,0:00:00,2:45:17 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:45:17,Close Limit,0:00:00,2:45:17 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:45:19,Close Limit,0:00:00,2:45:19 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:45:22,Close Limit,0:00:00,2:45:22 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:45:24,Close Limit,0:00:00,2:45:24 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:45:28,Close Limit,0:00:00,2:45:28 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:45:28,Close Limit,0:00:00,2:45:28 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:45:29,Close Limit,0:00:00,2:45:29 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:45:49,Close Limit,0:00:00,2:45:49 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:46:04,Close Limit,0:00:00,2:46:04 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:46:13,Close Limit,0:00:00,2:46:13 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:46:13,Close Limit,0:00:00,2:46:13 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:46:18,Close Limit,0:00:00,2:46:18 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:46:18,Close Limit,0:00:00,2:46:18 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:46:19,Close Limit,0:00:00,2:46:19 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:46:25,Close Limit,0:00:00,2:46:25 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:46:26,Close Limit,0:00:00,2:46:26 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:46:27,Close Limit,0:00:00,2:46:27 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:46:29,Close Limit,0:00:00,2:46:29 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:46:30,Close Limit,0:00:00,2:46:30 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:46:36,Close Limit,0:00:00,2:46:36 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:46:40,Close Limit,0:00:00,2:46:40 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:46:44,Close Limit,0:00:00,2:46:44 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:46:44,Close Limit,0:00:00,2:46:44 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:46:50,Close Limit,0:00:00,2:46:50 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:46:51,Close Limit,0:00:00,2:46:51 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:47:13,Close Limit,0:00:00,2:47:13 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:47:13,Close Limit,0:00:00,2:47:13 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:47:14,Close Limit,0:00:00,2:47:14 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:47:15,Close Limit,0:00:00,2:47:15 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:47:16,Close Limit,0:00:00,2:47:16 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:47:25,Close Limit,0:00:00,2:47:25 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:47:27,Close Limit,0:00:00,2:47:27 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:47:32,Close Limit,0:00:00,2:47:32 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:47:35,Close Limit,0:00:00,2:47:35 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:47:37,Close Limit,0:00:00,2:47:37 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:47:38,Close Limit,0:00:00,2:47:38 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:47:47,Close Limit,0:00:00,2:47:47 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:47:59,Close Limit,0:00:00,2:47:59 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:48:03,Close Limit,0:00:00,2:48:03 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:48:05,Close Limit,0:00:00,2:48:05 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:48:11,Close Limit,0:00:00,2:48:11 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:48:12,Close Limit,0:00:00,2:48:12 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:48:19,Close Limit,0:00:00,2:48:19 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:48:20,Close Limit,0:00:00,2:48:20 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:48:23,Close Limit,0:00:00,2:48:23 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:48:32,Close Limit,0:00:00,2:48:32 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:48:40,Close Limit,0:00:00,2:48:40 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:48:41,Close Limit,0:00:00,2:48:41 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:48:47,Close Limit,0:00:00,2:48:47 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:48:47,Close Limit,0:00:00,2:48:47 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:48:49,Close Limit,0:00:00,2:48:49 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:48:53,Close Limit,0:00:00,2:48:53 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:48:59,Close Limit,0:00:00,2:48:59 AM,12:00:00 AM,0
Warehouse,CD120001A67E,10/30/2015,2:49:11,Close Limit,0:00:00,2:49:11 AM,12:00:00 AM,0
Warehouse,CD120001A686,10/30/2015,2:49:22,Close Limit,0:00:00,2:49:22 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:49:25,Close Limit,0:00:00,2:49:25 AM,12:00:00 AM,0
Warehouse,CD120001A67F,10/30/2015,2:49:34,Close Limit,0:00:00,2:49:34 AM,12:00:00 AM,0
Warehouse,CD120001A67B,10/30/2015,2:49:35,Close Limit,0:00:00,2:49:35 AM,12:00:00 AM,0
Warehouse,CD120001A689,10/30/2015,2:49:40,Close Limit,0:00:00,2:49:40 AM,12:00:00 AM,0
Warehouse,CD120001A68D,10/30/2015,2:50:00,Close Limit,0:00:00,2:50:00 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:50:04,Close Limit,0:00:00,2:50:04 AM,12:00:00 AM,0
Warehouse,CD120001A663,10/30/2015,2:50:08,Close Limit,0:00:00,2:50:08 AM,12:00:00 AM,0
Warehouse,CD120001A68C,10/30/2015,2:50:10,Close Limit,0:00:00,2:50:10 AM,12:00:00 AM,0
Warehouse,CD120001A68A,10/30/2015,2:50:11,Close Limit,0:00:00,2:50:11 AM,12:00:00 AM,0
Warehouse,CD120001A685,10/30/2015,2:50:16,Close Limit,0:00:00,2:50:16 AM,12:00:00 AM,0
